team,season,week,opponent,is_home,total_line,spread_line,team_implied_total,opponent_implied_total,rolling_4wk_avg_sacks_allowed,rolling_4wk_avg_turnovers_committed,sacks,interceptions,fumbles_recovered,defensive_tds,points_allowed,dk_fantasy_points,dk_showdown_captain_points
DAL,2021,9,DEN,1,50.0,10.5,19.75,30.25,3.25,1.75,4.0,0.0,1.0,0.0,30.0,5.0,7.5
DAL,2021,10,ATL,1,55.0,8.0,23.5,31.5,1.5,1.5,2.0,3.0,0.0,1.0,3.0,21.0,31.5
DAL,2021,11,KC,0,56.0,-2.5,29.25,26.75,1.75,1.5,3.0,1.0,1.0,0.0,19.0,8.0,12.0
DAL,2021,12,LV,1,51.0,7.0,22.0,29.0,1.25,2.25,3.0,0.0,0.0,0.0,36.0,-1.0,-1.5
DAL,2021,13,NO,0,46.0,6.0,20.0,26.0,1.75,1.5,2.0,4.0,0.0,1.0,17.0,17.0,25.5
DAL,2021,14,WAS,0,48.0,6.5,20.75,27.25,2.5,1.0,5.0,1.0,3.0,1.0,20.0,20.0,30.0
DAL,2021,15,NYG,0,43.0,11.5,15.75,27.25,2.0,1.5,1.0,3.0,1.0,0.0,6.0,16.0,24.0
DAL,2021,16,WAS,1,45.5,10.5,17.5,28.0,2.25,1.5,5.0,2.0,0.0,2.0,14.0,22.0,33.0
DAL,2021,17,ARI,1,53.0,6.5,23.25,29.75,1.75,0.75,1.0,0.0,0.0,0.0,25.0,1.0,1.5
DAL,2021,18,PHI,0,46.0,6.5,19.75,26.25,1.75,0.5,3.0,1.0,0.0,0.0,26.0,5.0,7.5
DAL,2021,19,SF,1,51.0,3.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
DAL,2022,1,TB,1,49.5,-2.5,26.0,23.5,1.5,0.75,2.0,1.0,0.0,0.0,19.0,5.0,7.5
DAL,2022,2,CIN,1,42.0,-7.5,24.75,17.25,4.5,1.25,6.0,0.0,0.0,0.0,17.0,7.0,10.5
DAL,2022,3,NYG,0,38.5,-1.0,19.75,18.75,3.75,2.5,5.0,1.0,0.0,0.0,16.0,8.0,12.0
DAL,2022,4,WAS,1,40.5,3.0,18.75,21.75,4.5,1.25,2.0,2.0,0.0,0.0,10.0,10.0,15.0
DAL,2022,5,LA,0,42.0,-5.5,23.75,18.25,4.0,2.25,5.0,1.0,2.0,1.0,10.0,21.0,31.5
DAL,2022,6,PHI,0,42.5,-6.5,24.5,18.0,2.5,0.5,4.0,0.0,0.0,0.0,26.0,4.0,6.0
DAL,2022,7,DET,1,49.5,7.0,21.25,28.25,1.5,1.5,5.0,2.0,3.0,0.0,6.0,22.0,33.0
DAL,2022,8,CHI,1,43.0,10.5,16.25,26.75,4.25,1.5,4.0,0.0,1.0,1.0,29.0,11.0,16.5
DAL,2022,10,GB,0,44.5,3.5,20.5,24.0,1.75,1.25,2.0,0.0,1.0,0.0,31.0,3.0,4.5
DAL,2022,11,MIN,0,48.5,1.5,23.5,25.0,3.0,1.25,7.0,0.0,1.0,0.0,3.0,16.0,24.0
DAL,2022,12,NYG,1,45.5,10.5,17.5,28.0,2.75,0.75,3.0,0.0,0.0,0.0,20.0,4.0,6.0
DAL,2022,13,IND,1,44.5,11.0,16.75,27.75,4.25,1.25,3.0,3.0,2.0,1.0,19.0,20.0,30.0
DAL,2022,14,HOU,1,44.5,17.0,13.75,30.75,3.5,2.5,0.0,1.0,2.0,0.0,23.0,6.0,9.0
DAL,2022,15,JAX,0,48.5,4.0,22.25,26.25,2.75,0.5,1.0,1.0,2.0,0.0,40.0,3.0,4.5
DAL,2022,16,PHI,1,48.0,4.0,22.0,26.0,2.25,1.0,0.0,2.0,2.0,0.0,34.0,7.0,10.5
DAL,2022,17,TEN,0,41.0,14.0,13.5,27.5,4.5,2.0,2.0,1.0,1.0,0.0,13.0,10.0,15.0
DAL,2022,18,WAS,0,40.5,7.5,16.5,24.0,3.25,2.0,3.0,1.0,1.0,0.0,26.0,7.0,10.5
DAL,2022,19,TB,0,45.5,2.5,21.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.5
DAL,2022,20,SF,0,46.5,-3.5,25.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.5
DAL,2023,1,NYG,0,44.5,3.5,20.5,24.0,1.25,0.75,7.0,2.0,1.0,2.0,0.0,35.0,52.5
DAL,2023,2,NYJ,1,38.5,8.5,15.0,23.5,2.5,1.5,3.0,3.0,1.0,0.0,10.0,15.0,22.5
DAL,2023,3,ARI,0,43.5,11.5,16.0,27.5,2.0,1.5,2.0,0.0,0.0,0.0,28.0,1.0,1.5
DAL,2023,4,NE,1,43.0,6.5,18.25,24.75,1.75,2.0,2.0,2.0,1.0,2.0,3.0,27.0,40.5
DAL,2023,5,SF,0,45.0,-3.5,24.25,20.75,1.75,0.25,1.0,0.0,1.0,0.0,42.0,-1.0,-1.5
DAL,2023,6,LAC,0,49.5,1.5,24.0,25.5,2.25,0.5,1.0,1.0,1.0,0.0,17.0,6.0,9.0
DAL,2023,8,LA,1,44.5,6.5,19.0,25.5,2.75,0.5,2.0,1.0,0.0,1.0,20.0,11.0,16.5
DAL,2023,9,PHI,0,46.5,-3.5,25.0,21.5,2.0,2.25,3.0,0.0,0.0,0.0,28.0,2.0,3.0
DAL,2023,10,NYG,1,38.5,17.5,10.5,28.0,4.75,0.75,5.0,1.0,0.0,0.0,17.0,8.0,12.0
DAL,2023,11,CAR,0,43.0,11.0,16.0,27.0,4.25,1.0,7.0,1.0,1.0,1.0,10.0,21.0,31.5
DAL,2023,12,WAS,1,48.0,13.0,17.5,30.5,2.75,2.5,4.0,1.0,0.0,1.0,10.0,16.0,24.0
DAL,2023,13,SEA,1,47.5,9.5,19.0,28.5,3.25,1.0,1.0,1.0,0.0,0.0,35.0,-1.0,-1.5
DAL,2023,14,PHI,1,52.5,3.5,24.5,28.0,3.25,0.75,1.0,0.0,3.0,0.0,13.0,11.0,16.5
DAL,2023,15,BUF,0,49.5,-2.0,25.75,23.75,1.25,1.75,1.0,0.0,0.0,0.0,31.0,0.0,0.0
DAL,2023,16,MIA,0,48.5,-1.5,25.0,23.5,2.5,1.25,1.0,0.0,0.0,0.0,22.0,1.0,1.5
DAL,2023,17,DET,1,53.0,5.5,23.75,29.25,2.0,1.0,1.0,2.0,0.0,0.0,19.0,6.0,9.0
DAL,2023,18,WAS,0,47.5,13.0,17.25,30.25,1.5,1.5,4.0,2.0,1.0,0.0,10.0,14.0,21.0
DAL,2023,19,GB,1,52.5,7.0,22.75,29.75,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-4.0,-6.0
DAL,2024,1,CLE,0,42.0,-2.5,22.25,19.75,2.25,2.75,6.0,2.0,0.0,1.0,17.0,17.0,25.5
DAL,2024,2,NO,1,47.0,6.5,20.25,26.75,1.75,0.25,1.0,1.0,0.0,0.0,44.0,-1.0,-1.5
DAL,2024,3,BAL,1,47.5,-1.5,24.5,23.0,2.0,1.25,0.0,0.0,0.0,0.0,28.0,-1.0,-1.5
DAL,2024,4,NYG,0,45.0,5.5,19.75,25.25,2.5,1.5,1.0,1.0,0.0,0.0,15.0,4.0,6.0
DAL,2024,5,PIT,0,43.5,-2.5,23.0,20.5,2.5,0.75,3.0,0.0,1.0,0.0,17.0,6.0,9.0
DAL,2024,6,DET,1,52.5,-3.5,28.0,24.5,1.75,1.0,3.0,0.0,0.0,0.0,47.0,-1.0,-1.5
DAL,2024,8,SF,0,48.0,-5.5,26.75,21.25,1.0,2.0,2.0,0.0,0.0,0.0,30.0,1.0,1.5
DAL,2024,9,ATL,0,52.0,-3.0,27.5,24.5,2.25,1.25,2.0,0.0,1.0,0.0,27.0,4.0,6.0
DAL,2024,10,PHI,1,44.5,-7.5,26.0,18.5,2.25,0.5,5.0,1.0,1.0,0.0,34.0,8.0,12.0
DAL,2024,11,HOU,1,41.5,-7.5,24.5,17.0,4.5,1.25,1.0,1.0,0.0,0.0,34.0,2.0,3.0
DAL,2024,12,WAS,0,45.0,-10.5,27.75,17.25,2.0,0.25,4.0,2.0,1.0,0.0,26.0,10.0,15.0
DAL,2024,13,NYG,1,39.0,4.5,17.25,21.75,3.0,1.75,6.0,1.0,1.0,1.0,20.0,17.0,25.5
DAL,2024,14,CIN,1,51.0,-5.0,28.0,23.0,2.75,1.25,2.0,1.0,1.0,0.0,27.0,6.0,9.0
DAL,2024,15,CAR,0,42.0,-2.5,22.25,19.75,1.25,0.75,6.0,2.0,2.0,0.0,14.0,15.0,22.5
DAL,2024,16,TB,1,47.5,-4.5,26.0,21.5,2.25,2.0,4.0,1.0,1.0,0.0,24.0,8.0,12.0
DAL,2024,17,PHI,0,37.5,-7.5,22.5,15.0,3.25,0.75,0.0,0.0,0.0,0.0,41.0,-4.0,-6.0
DAL,2024,18,WAS,1,43.5,-7.0,25.25,18.25,4.0,1.75,6.0,0.0,0.0,0.0,23.0,6.0,9.0
DEN,2020,1,TEN,1,41.0,-3.0,22.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,3.0
DEN,2020,2,PIT,0,41.0,-6.0,23.5,17.5,2.0,0.0,1.0,1.0,1.0,0.0,26.0,5.0,7.5
DEN,2020,3,TB,1,42.5,-6.0,24.25,18.25,1.5,2.5,2.0,0.0,0.0,0.0,28.0,1.0,1.5
DEN,2020,4,NYJ,0,41.0,-1.0,21.0,20.0,2.0,1.6666666666666667,6.0,0.0,0.0,0.0,28.0,5.0,7.5
DEN,2020,6,NE,0,43.5,-7.0,25.25,18.25,1.75,1.75,4.0,2.0,1.0,0.0,12.0,14.0,21.0
DEN,2020,7,KC,1,46.0,-7.0,26.5,19.5,1.25,1.0,4.0,0.0,1.0,0.0,43.0,2.0,3.0
DEN,2020,8,LAC,1,44.5,-3.0,23.75,20.75,2.0,1.5,2.0,2.0,0.0,0.0,30.0,5.0,7.5
DEN,2020,9,ATL,0,50.0,-4.5,27.25,22.75,2.0,1.0,2.0,1.0,0.0,0.0,34.0,3.0,4.5
DEN,2020,10,LV,0,50.5,-3.5,27.0,23.5,1.75,1.0,0.0,0.0,0.0,0.0,37.0,-4.0,-6.0
DEN,2020,11,MIA,1,46.0,-4.0,25.0,21.0,1.5,1.25,6.0,1.0,0.0,0.0,13.0,12.0,18.0
DEN,2020,12,NO,1,36.5,-17.0,26.75,9.75,2.0,1.5,3.0,1.0,0.0,0.0,31.0,4.0,6.0
DEN,2020,13,KC,0,51.0,-13.0,32.0,19.0,1.0,0.75,1.0,0.0,0.0,0.0,22.0,1.0,1.5
DEN,2020,14,CAR,0,46.0,-4.0,25.0,21.0,1.5,1.25,4.0,0.0,0.0,1.0,27.0,10.0,15.0
DEN,2020,15,BUF,1,49.0,-5.5,27.25,21.75,1.25,2.0,1.0,0.0,0.0,0.0,48.0,-3.0,-4.5
DEN,2020,16,LAC,0,47.5,-2.5,25.0,22.5,2.0,1.0,2.0,0.0,0.0,0.0,19.0,3.0,4.5
DEN,2020,17,LV,1,50.5,-2.5,26.5,24.0,1.5,1.75,3.0,2.0,2.0,0.0,32.0,10.0,15.0
DEN,2021,1,NYG,0,41.5,3.0,19.25,22.25,4.25,1.25,2.0,0.0,1.0,0.0,13.0,8.0,12.0
DEN,2021,2,JAX,0,45.0,6.0,19.5,25.5,3.25,1.75,1.0,2.0,0.0,0.0,13.0,9.0,13.5
DEN,2021,3,NYJ,1,42.0,10.5,15.75,26.25,3.75,1.75,5.0,2.0,0.0,0.0,0.0,19.0,28.5
DEN,2021,4,BAL,1,44.0,1.0,21.5,22.5,2.0,1.5,3.0,0.0,0.0,0.0,23.0,3.0,4.5
DEN,2021,5,PIT,0,40.0,2.0,19.0,21.0,2.5,1.25,1.0,0.0,1.0,0.0,27.0,3.0,4.5
DEN,2021,6,LV,1,45.5,5.0,20.25,25.25,3.0,0.75,2.0,0.0,0.0,0.0,34.0,1.0,1.5
DEN,2021,7,CLE,0,40.5,-2.0,21.25,19.25,3.5,0.75,1.0,0.0,0.0,0.0,17.0,2.0,3.0
DEN,2021,8,WAS,1,45.0,4.0,20.5,24.5,1.75,1.5,5.0,2.0,0.0,0.0,10.0,13.0,19.5
DEN,2021,9,DAL,0,50.0,-10.5,30.25,19.75,1.25,1.5,2.0,1.0,0.0,0.0,16.0,5.0,7.5
DEN,2021,10,PHI,1,44.5,1.0,21.75,22.75,1.25,0.75,2.0,1.0,0.0,0.0,30.0,3.0,4.5
DEN,2021,12,LAC,1,47.5,-2.5,25.0,22.5,1.75,1.0,3.0,2.0,0.0,1.0,13.0,17.0,25.5
DEN,2021,13,KC,0,46.5,-8.5,27.5,19.0,1.5,1.25,1.0,1.0,1.0,0.0,22.0,5.0,7.5
DEN,2021,14,DET,1,42.0,13.0,14.5,27.5,2.0,1.25,2.0,1.0,1.0,0.0,10.0,10.0,15.0
DEN,2021,15,CIN,1,45.0,3.0,21.0,24.0,4.0,1.5,3.0,0.0,0.0,0.0,15.0,4.0,6.0
DEN,2021,16,LV,0,42.0,1.0,20.5,21.5,2.75,1.75,2.0,1.0,2.0,0.0,17.0,9.0,13.5
DEN,2021,17,LAC,0,45.5,-8.0,26.75,18.75,1.75,2.0,0.0,0.0,1.0,0.0,34.0,1.0,1.5
DEN,2021,18,KC,1,44.5,-11.5,28.0,16.5,1.5,0.5,1.0,0.0,0.0,0.0,28.0,0.0,0.0
DEN,2022,1,SEA,0,44.0,6.0,19.0,25.0,1.75,0.75,2.0,0.0,1.0,0.0,17.0,5.0,7.5
DEN,2022,2,HOU,1,46.0,10.5,17.75,28.25,2.25,0.5,3.0,0.0,0.0,0.0,9.0,7.0,10.5
DEN,2022,3,SF,1,44.0,-1.0,22.5,21.5,1.75,1.5,4.0,1.0,2.0,0.0,10.0,14.0,21.0
DEN,2022,4,LV,0,45.5,-2.5,24.0,21.5,2.75,1.5,2.0,0.0,0.0,0.0,32.0,1.0,1.5
DEN,2022,5,IND,1,42.0,3.5,19.25,22.75,3.75,2.5,6.0,2.0,0.0,0.0,12.0,14.0,21.0
DEN,2022,6,LAC,0,45.5,-3.5,24.5,21.0,1.25,1.0,2.0,1.0,1.0,0.0,19.0,7.0,10.5
DEN,2022,7,NYJ,1,37.0,-2.0,19.5,17.5,2.25,1.5,3.0,0.0,0.0,0.0,16.0,4.0,6.0
DEN,2022,8,JAX,0,41.0,-1.0,21.0,20.0,2.0,2.25,2.0,2.0,0.0,0.0,17.0,7.0,10.5
DEN,2022,10,TEN,0,40.0,-2.5,21.25,18.75,3.25,0.5,1.0,0.0,1.0,0.0,17.0,4.0,6.0
DEN,2022,11,LV,1,41.5,2.5,19.5,22.0,2.25,0.5,1.0,0.0,0.0,0.0,22.0,1.0,1.5
DEN,2022,12,CAR,0,36.5,1.0,17.75,18.75,1.5,1.75,0.0,0.0,0.0,0.0,23.0,0.0,0.0
DEN,2022,13,BAL,0,40.5,-9.5,25.0,15.5,2.5,1.0,4.0,2.0,0.0,0.0,10.0,12.0,18.0
DEN,2022,14,KC,1,44.5,-8.5,26.5,18.0,0.75,1.5,2.0,3.0,0.0,0.0,34.0,7.0,10.5
DEN,2022,15,ARI,1,37.5,1.5,18.0,19.5,3.0,1.5,3.0,3.0,0.0,0.0,15.0,10.0,15.0
DEN,2022,16,LA,0,36.5,3.0,16.75,19.75,4.0,1.75,0.0,0.0,0.0,0.0,51.0,-4.0,-6.0
DEN,2022,17,KC,0,46.0,-13.5,29.75,16.25,1.75,1.5,0.0,1.0,0.0,0.0,27.0,2.0,3.0
DEN,2022,18,LAC,1,38.5,6.0,16.25,22.25,2.75,1.0,1.0,0.0,3.0,0.0,28.0,6.0,9.0
DEN,2023,1,LV,1,43.0,3.0,20.0,23.0,3.0,2.0,0.0,1.0,0.0,0.0,17.0,3.0,4.5
DEN,2023,2,WAS,1,38.5,4.0,17.25,21.25,3.5,2.5,4.0,0.0,0.0,0.0,35.0,0.0,0.0
DEN,2023,3,MIA,0,47.5,-6.0,26.75,20.75,1.0,1.25,0.0,0.0,0.0,0.0,70.0,-4.0,-6.0
DEN,2023,4,CHI,0,47.0,3.0,22.0,25.0,3.5,2.0,4.0,1.0,1.0,1.0,28.0,13.0,19.5
DEN,2023,5,NYJ,1,42.5,2.5,20.0,22.5,2.75,1.5,4.0,1.0,1.0,0.0,31.0,7.0,10.5
DEN,2023,6,KC,0,47.5,-10.5,29.0,18.5,1.0,1.5,2.0,1.0,0.0,0.0,19.0,5.0,7.5
DEN,2023,7,GB,1,44.0,1.5,21.25,22.75,2.25,1.5,0.0,1.0,0.0,0.0,17.0,3.0,4.5
DEN,2023,8,KC,1,45.5,-7.0,26.25,19.25,1.5,1.25,3.0,2.0,2.0,0.0,9.0,15.0,22.5
DEN,2023,10,BUF,0,47.5,-7.5,27.5,20.0,1.0,1.75,0.0,2.0,2.0,0.0,22.0,8.0,12.0
DEN,2023,11,MIN,1,43.5,2.5,20.5,23.0,2.0,1.0,2.0,1.0,2.0,0.0,20.0,9.0,13.5
DEN,2023,12,CLE,1,37.5,1.5,18.0,19.5,2.25,1.25,4.0,0.0,3.0,0.0,12.0,14.0,21.0
DEN,2023,13,HOU,0,47.5,-3.5,25.5,22.0,3.0,2.0,5.0,0.0,0.0,0.0,22.0,5.0,7.5
DEN,2023,14,LAC,0,45.0,-3.0,24.0,21.0,1.25,1.5,6.0,1.0,1.0,0.0,7.0,14.0,21.0
DEN,2023,15,DET,0,49.0,-5.5,27.25,21.75,2.5,2.5,2.0,0.0,0.0,0.0,42.0,-2.0,-3.0
DEN,2023,16,NE,1,37.5,7.0,15.25,22.25,3.25,1.5,2.0,0.0,1.0,0.0,26.0,4.0,6.0
DEN,2023,17,LAC,1,39.5,3.5,18.0,21.5,3.5,1.75,1.0,0.0,1.0,0.0,9.0,7.0,10.5
DEN,2023,18,LV,0,37.5,-3.5,20.5,17.0,2.25,1.0,3.0,0.0,0.0,0.0,27.0,3.0,4.5
DEN,2024,1,SEA,0,42.0,-6.5,24.25,17.75,1.5,0.25,2.0,1.0,0.0,0.0,26.0,4.0,6.0
DEN,2024,2,PIT,1,36.5,-3.0,19.75,16.75,1.75,0.5,2.0,0.0,0.0,0.0,13.0,6.0,9.0
DEN,2024,3,TB,0,40.5,-6.0,23.25,17.25,2.75,1.25,7.0,1.0,1.0,0.0,7.0,15.0,22.5
DEN,2024,4,NYJ,0,39.5,-7.5,23.5,16.0,1.5,0.5,5.0,0.0,1.0,0.0,9.0,11.0,16.5
DEN,2024,5,LV,1,36.0,3.0,16.5,19.5,3.5,1.5,3.0,3.0,0.0,1.0,18.0,16.0,24.0
DEN,2024,6,LAC,1,37.0,-3.0,20.0,17.0,2.25,0.5,3.0,0.0,0.0,0.0,23.0,3.0,4.5
DEN,2024,7,NO,0,37.0,2.5,17.25,19.75,2.0,1.5,6.0,0.0,2.0,1.0,10.0,20.0,30.0
DEN,2024,8,CAR,1,40.5,13.0,13.75,26.75,1.5,2.0,2.0,2.0,0.0,0.0,14.0,7.0,10.5
DEN,2024,9,BAL,0,46.5,-9.0,27.75,18.75,2.0,0.75,1.0,0.0,0.0,0.0,41.0,-3.0,-4.5
DEN,2024,10,KC,0,42.5,-7.5,25.0,17.5,2.25,1.25,4.0,0.0,0.0,0.0,16.0,5.0,7.5
DEN,2024,11,ATL,1,44.5,2.0,21.25,23.25,2.5,1.25,4.0,1.0,0.0,0.0,6.0,13.0,19.5
DEN,2024,12,LV,0,41.5,6.5,17.5,24.0,3.75,2.0,5.0,1.0,1.0,0.0,19.0,10.0,15.0
DEN,2024,13,CLE,1,41.5,6.5,17.5,24.0,3.0,1.75,3.0,3.0,0.0,2.0,32.0,20.0,30.0
DEN,2024,15,IND,1,43.5,4.5,19.5,24.0,1.5,1.75,2.0,2.0,3.0,1.0,13.0,22.0,33.0
DEN,2024,16,LAC,0,41.5,-3.0,22.25,19.25,3.75,0.75,2.0,1.0,0.0,0.0,34.0,3.0,4.5
DEN,2024,17,CIN,0,50.5,-3.5,27.0,23.5,2.75,2.25,7.0,0.0,1.0,0.0,30.0,8.0,12.0
DEN,2024,18,KC,1,40.5,10.5,15.0,25.5,1.0,0.25,5.0,0.0,0.0,0.0,0.0,15.0,22.5
DEN,2024,19,BUF,0,48.5,-7.5,28.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,31.0,-1.0,-1.5
DET,2020,1,CHI,1,42.5,2.5,20.0,22.5,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,1.5
DET,2020,2,GB,0,51.0,-7.0,29.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,-3.0,-4.5
DET,2020,3,ARI,0,55.5,-4.5,30.0,25.5,2.5,1.5,1.0,3.0,0.0,0.0,23.0,7.0,10.5
DET,2020,4,NO,1,51.5,-3.0,27.25,24.25,1.0,0.6666666666666666,2.0,1.0,0.0,0.0,35.0,0.0,0.0
DET,2020,6,JAX,0,52.5,3.0,24.75,27.75,3.25,1.75,1.0,1.0,1.0,0.0,16.0,6.0,9.0
DET,2020,7,ATL,0,54.0,-1.0,27.5,26.5,2.5,0.75,2.0,0.0,1.0,0.0,22.0,4.0,6.0
DET,2020,8,IND,1,49.0,-3.5,26.25,22.75,0.75,1.0,2.0,0.0,0.0,0.0,41.0,-2.0,-3.0
DET,2020,9,MIN,0,51.5,-3.0,27.25,24.25,2.0,1.5,1.0,0.0,0.0,0.0,34.0,0.0,0.0
DET,2020,10,WAS,1,46.0,2.5,21.75,24.25,3.75,1.5,2.0,0.0,1.0,0.0,27.0,4.0,6.0
DET,2020,11,CAR,0,47.0,3.0,22.0,25.0,2.25,0.5,1.0,2.0,0.0,0.0,20.0,6.0,9.0
DET,2020,12,HOU,1,52.5,-3.0,27.75,24.75,1.75,0.5,2.0,0.0,1.0,0.0,41.0,0.0,0.0
DET,2020,13,CHI,0,44.0,-3.0,23.5,20.5,3.25,1.75,2.0,0.0,1.0,0.0,30.0,3.0,4.5
DET,2020,14,GB,1,55.5,-9.5,32.5,23.0,1.0,1.5,0.0,0.0,0.0,0.0,31.0,-1.0,-1.5
DET,2020,15,TEN,0,54.5,-9.5,32.0,22.5,1.75,1.25,1.0,0.0,0.0,0.0,46.0,-3.0,-4.5
DET,2020,16,TB,1,55.0,-12.0,33.5,21.5,1.25,1.0,2.0,0.0,0.0,1.0,47.0,4.0,6.0
DET,2020,17,MIN,1,54.0,-3.0,28.5,25.5,3.75,1.0,3.0,0.0,1.0,0.0,37.0,1.0,1.5
DET,2021,1,SF,1,46.0,-9.5,27.75,18.25,3.0,2.0,1.0,0.0,2.0,0.0,41.0,1.0,1.5
DET,2021,2,GB,0,49.5,-11.5,30.5,19.0,2.25,1.0,3.0,0.0,0.0,0.0,35.0,-1.0,-1.5
DET,2021,3,BAL,1,51.0,-7.5,29.25,21.75,1.0,1.5,4.0,1.0,0.0,0.0,19.0,7.0,10.5
DET,2021,4,CHI,0,42.0,-3.0,22.5,19.5,4.0,1.5,1.0,1.0,0.0,0.0,24.0,3.0,4.5
DET,2021,5,MIN,0,49.5,-10.0,29.75,19.75,1.75,0.5,2.0,1.0,1.0,0.0,19.0,7.0,10.5
DET,2021,6,CIN,1,46.5,-3.5,25.0,21.5,2.25,1.75,2.0,1.0,0.0,0.0,34.0,3.0,4.5
DET,2021,7,LA,0,51.0,-17.0,34.0,17.0,1.0,1.25,1.0,0.0,0.0,0.0,28.0,0.0,0.0
DET,2021,8,PHI,1,48.5,-3.0,25.75,22.75,2.25,1.25,0.0,0.0,0.0,0.0,44.0,-4.0,-6.0
DET,2021,10,PIT,0,43.0,-9.0,26.0,17.0,2.0,0.5,0.0,1.0,2.0,0.0,16.0,7.0,10.5
DET,2021,11,CLE,0,42.5,-13.0,27.75,14.75,3.0,0.5,1.0,2.0,0.0,0.0,13.0,9.0,13.5
DET,2021,12,CHI,1,41.5,-2.0,21.75,19.75,3.5,2.5,1.0,1.0,0.0,0.0,16.0,4.0,6.0
DET,2021,13,MIN,1,47.5,-7.0,27.25,20.25,1.25,0.75,3.0,0.0,1.0,0.0,27.0,5.0,7.5
DET,2021,14,DEN,0,42.0,-13.0,27.5,14.5,1.75,1.25,1.0,0.0,0.0,0.0,38.0,-3.0,-4.5
DET,2021,15,ARI,1,48.0,-13.0,30.5,17.5,2.75,1.0,2.0,1.0,0.0,0.0,12.0,8.0,12.0
DET,2021,16,ATL,0,42.5,-7.5,25.0,17.5,2.25,1.0,3.0,0.0,1.0,0.0,20.0,6.0,9.0
DET,2021,17,SEA,0,41.5,-8.5,25.0,16.5,2.25,1.0,1.0,0.0,0.0,0.0,51.0,-3.0,-4.5
DET,2021,18,GB,1,45.0,-4.0,24.5,20.5,1.5,0.0,4.0,2.0,1.0,0.0,30.0,9.0,13.5
DET,2022,1,PHI,1,49.0,-6.0,27.5,21.5,2.0,0.75,1.0,0.0,0.0,0.0,38.0,-3.0,-4.5
DET,2022,2,WAS,1,48.5,-1.0,24.75,23.75,3.0,1.5,5.0,1.0,0.0,0.0,27.0,7.0,10.5
DET,2022,3,MIN,0,52.0,-6.5,29.25,22.75,2.0,0.75,1.0,0.0,1.0,0.0,28.0,2.0,3.0
DET,2022,4,SEA,1,48.5,3.0,22.75,25.75,1.75,1.5,0.0,0.0,0.0,0.0,48.0,-4.0,-6.0
DET,2022,5,NE,0,46.5,-3.0,24.75,21.75,2.25,2.5,0.0,1.0,0.0,0.0,29.0,1.0,1.5
DET,2022,7,DAL,0,49.5,-7.0,28.25,21.25,1.0,0.75,2.0,0.0,1.0,0.0,24.0,4.0,6.0
DET,2022,8,MIA,1,52.0,-3.5,27.75,24.25,2.25,1.75,2.0,0.0,1.0,0.0,31.0,3.0,4.5
DET,2022,9,GB,1,49.5,-4.0,26.75,22.75,2.0,0.5,1.0,3.0,0.0,0.0,9.0,11.0,16.5
DET,2022,10,CHI,0,48.5,-3.0,25.75,22.75,3.75,0.75,3.0,1.0,0.0,1.0,30.0,10.0,15.0
DET,2022,11,NYG,0,44.0,-3.0,23.5,20.5,3.25,0.25,2.0,2.0,1.0,0.0,18.0,9.0,13.5
DET,2022,12,BUF,1,54.0,-10.0,32.0,22.0,2.75,2.0,3.0,1.0,0.0,0.0,28.0,4.0,6.0
DET,2022,13,JAX,1,51.5,1.0,25.25,26.25,2.75,1.0,2.0,0.0,1.0,0.0,14.0,5.0,7.5
DET,2022,14,MIN,1,51.5,2.5,24.5,27.0,3.5,1.0,4.0,0.0,2.0,0.0,23.0,8.0,12.0
DET,2022,15,NYJ,0,44.0,-2.0,23.0,21.0,2.5,1.0,4.0,1.0,0.0,1.0,17.0,13.0,19.5
DET,2022,16,CAR,0,43.5,2.5,20.5,23.0,2.5,0.75,0.0,0.0,0.0,0.0,37.0,-4.0,-6.0
DET,2022,17,CHI,1,52.5,4.5,24.0,28.5,2.5,1.75,7.0,1.0,1.0,0.0,10.0,15.0,22.5
DET,2022,18,GB,0,49.0,-5.5,27.25,21.75,1.5,0.75,2.0,1.0,1.0,0.0,16.0,7.0,10.5
DET,2023,1,KC,0,53.0,-4.0,28.5,24.5,1.25,0.75,0.0,1.0,0.0,1.0,20.0,9.0,13.5
DET,2023,2,SEA,1,47.5,4.5,21.5,26.0,2.75,0.75,1.0,0.0,0.0,0.0,37.0,-3.0,-4.5
DET,2023,3,ATL,1,47.5,3.0,22.25,25.25,2.0,0.75,7.0,0.0,1.0,0.0,6.0,16.0,24.0
DET,2023,4,GB,0,45.0,2.5,21.25,23.75,1.25,0.75,5.0,2.0,0.0,0.0,20.0,10.0,15.0
DET,2023,5,CAR,1,43.5,9.5,17.0,26.5,3.5,1.25,1.0,2.0,1.0,0.0,24.0,7.0,10.5
DET,2023,6,TB,0,43.5,3.0,20.25,23.25,1.0,0.75,1.0,1.0,0.0,0.0,6.0,10.0,15.0
